DATE,TRANR65Q4,TRANR66Q1,TRANR66Q2,TRANR66Q3,TRANR66Q4,TRANR67Q1,TRANR67Q2,TRANR67Q3,TRANR67Q4,TRANR68Q1,TRANR68Q2,TRANR68Q3,TRANR68Q4,TRANR69Q1,TRANR69Q2,TRANR69Q3,TRANR69Q4,TRANR70Q1,TRANR70Q2,TRANR70Q3,TRANR70Q4,TRANR71Q1,TRANR71Q2,TRANR71Q3,TRANR71Q4,TRANR72Q1,TRANR72Q2,TRANR72Q3,TRANR72Q4,TRANR73Q1,TRANR73Q2,TRANR73Q3,TRANR73Q4,TRANR74Q1,TRANR74Q2,TRANR74Q3,TRANR74Q4,TRANR75Q1,TRANR75Q2,TRANR75Q3,TRANR75Q4,TRANR76Q1,TRANR76Q2,TRANR76Q3,TRANR76Q4,TRANR77Q1,TRANR77Q2,TRANR77Q3,TRANR77Q4,TRANR78Q1,TRANR78Q2,TRANR78Q3,TRANR78Q4,TRANR79Q1,TRANR79Q2,TRANR79Q3,TRANR79Q4,TRANR80Q1,TRANR80Q2,TRANR80Q3,TRANR80Q4,TRANR81Q1,TRANR81Q2,TRANR81Q3,TRANR81Q4,TRANR82Q1,TRANR82Q2,TRANR82Q3,TRANR82Q4,TRANR83Q1,TRANR83Q2,TRANR83Q3,TRANR83Q4,TRANR84Q1,TRANR84Q2,TRANR84Q3,TRANR84Q4,TRANR85Q1,TRANR85Q2,TRANR85Q3,TRANR85Q4,TRANR86Q1,TRANR86Q2,TRANR86Q3,TRANR86Q4,TRANR87Q1,TRANR87Q2,TRANR87Q3,TRANR87Q4,TRANR88Q1,TRANR88Q2,TRANR88Q3,TRANR88Q4,TRANR89Q1,TRANR89Q2,TRANR89Q3,TRANR89Q4,TRANR90Q1,TRANR90Q2,TRANR90Q3,TRANR90Q4,TRANR91Q1,TRANR91Q2,TRANR91Q3,TRANR91Q4,TRANR92Q1,TRANR92Q2,TRANR92Q3,TRANR92Q4,TRANR93Q1,TRANR93Q2,TRANR93Q3,TRANR93Q4,TRANR94Q1,TRANR94Q2,TRANR94Q3,TRANR94Q4,TRANR95Q1,TRANR95Q2,TRANR95Q3,TRANR95Q4,TRANR96Q1,TRANR96Q2,TRANR96Q3,TRANR96Q4,TRANR97Q1,TRANR97Q2,TRANR97Q3,TRANR97Q4,TRANR98Q1,TRANR98Q2,TRANR98Q3,TRANR98Q4,TRANR99Q1,TRANR99Q2,TRANR99Q3,TRANR99Q4,TRANR00Q1,TRANR00Q2,TRANR00Q3,TRANR00Q4,TRANR01Q1,TRANR01Q2,TRANR01Q3,TRANR01Q4,TRANR02Q1,TRANR02Q2,TRANR02Q3,TRANR02Q4,TRANR03Q1,TRANR03Q2,TRANR03Q3,TRANR03Q4,TRANR04Q1,TRANR04Q2,TRANR04Q3,TRANR04Q4,TRANR05Q1,TRANR05Q2,TRANR05Q3,TRANR05Q4,TRANR06Q1,TRANR06Q2,TRANR06Q3,TRANR06Q4,TRANR07Q1,TRANR07Q2,TRANR07Q3,TRANR07Q4,TRANR08Q1,TRANR08Q2,TRANR08Q3,TRANR08Q4,TRANR09Q1,TRANR09Q2,TRANR09Q3,TRANR09Q4,TRANR10Q1,TRANR10Q2,TRANR10Q3,TRANR10Q4,TRANR11Q1,TRANR11Q2,TRANR11Q3,TRANR11Q4,TRANR12Q1,TRANR12Q2,TRANR12Q3,TRANR12Q4,TRANR13Q1,TRANR13Q2,TRANR13Q3,TRANR13Q4,TRANR14Q1,TRANR14Q2,TRANR14Q3,TRANR14Q4,TRANR15Q1,TRANR15Q2,TRANR15Q3,TRANR15Q4,TRANR16Q1,TRANR16Q2,TRANR16Q3,TRANR16Q4,TRANR17Q1,TRANR17Q2,TRANR17Q3,TRANR17Q4,TRANR18Q1,TRANR18Q2,TRANR18Q3,TRANR18Q4,TRANR19Q1,TRANR19Q2,TRANR19Q3,TRANR19Q4,TRANR20Q1,TRANR20Q2,TRANR20Q3,TRANR20Q4,TRANR21Q1,TRANR21Q2,TRANR21Q3,TRANR21Q4,TRANR22Q1
1991:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,744.8,745.4,745.4,737.2,737.2,744.9,744.9,744.9,744.9,744.9,745,745,745,745.8,745.8,745.8,745.8,745.8,745.8,746.4,746.4,746.4,746.4,746.4,746.4,746.4,746.4,746.4,746.4,746.4,746.4,746.4,746.4,746.4,#N/A,646.7,646.7,646.7,646.7,646.7,646.7,646.7,646.7,646.7,646.7,646.7,646.7,646.7,646.7,646.7,646.7,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,640,#N/A,639.4,639.4,639.4,639.4,639.4,639.4,639.4,639.4,639.4,639.4,639.4,639.4,639.4,639.4,639.4,639.4,639.4,639.4,639.4,639.4,639.4,639.4,639.4,641.6,641.6,641.6,641.6,641.6,641.6,641.6,641.6,641.6,641.6,641.6,641.6,641.6,641.6,641.6,641.6,641.6,641.6,641.6,641.6,641.6,641.6,641.6,641.6,641.6,641.6,641.6
1991:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,758.5,758.8,751.5,751.5,762.4,762.4,762.4,762.4,762.4,761.4,761.4,761.4,762.9,762.9,762.9,762.9,762.9,762.9,763.2,763.2,763.2,763.2,763.2,763.2,763.2,763.2,763.2,763.2,763.2,763.2,763.2,763.2,763.2,#N/A,663.8,663.8,663.8,663.8,663.8,663.8,663.8,663.8,663.8,663.8,663.8,663.8,663.8,663.8,663.8,663.8,659.8,659.8,659.8,659.8,659.8,659.8,659.8,659.8,659.8,659.8,659.8,659.8,659.8,659.8,659.8,659.8,659.8,659.8,659.8,659.8,659.8,659.8,#N/A,659.1,659.1,659.1,659.1,659.1,659.1,659.1,659.1,659.1,659.1,659.1,659.1,659.1,659.1,659.1,659.1,659.1,659.1,659.1,659.1,659.1,659.1,659.1,661.4,661.4,661.4,661.4,661.4,661.4,661.4,661.4,661.4,661.4,661.4,661.4,661.4,661.4,661.4,661.4,661.4,661.4,661.4,661.4,661.4,661.4,661.4,661.4,661.4,661.4,661.4
1991:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,769,763.7,763.7,777.1,777.1,777.1,777.1,777.1,775.4,775.4,775.4,775.5,775.5,775.5,775.5,775.5,775.5,774.9,774.9,774.9,774.9,774.9,774.9,774.9,774.9,774.9,774.9,774.9,774.9,774.9,774.9,774.9,#N/A,674.6,674.6,674.6,674.6,674.6,674.6,674.6,674.6,674.6,674.6,674.6,674.6,674.6,674.6,674.6,674.6,669.1,669.1,669.1,669.1,669.1,669.1,669.1,669.1,669.1,669.1,669.1,669.1,669.1,669.1,669.1,669.1,669.1,669.1,669.1,669.1,669.1,669.1,#N/A,668.5,668.5,668.5,668.5,668.5,668.5,668.5,668.5,668.5,668.5,668.5,668.5,668.5,668.5,668.5,668.5,668.5,668.5,668.5,668.5,668.5,668.5,668.5,670.8,670.8,670.8,670.8,670.8,670.8,670.8,670.8,670.8,670.8,670.8,670.8,670.8,670.8,670.8,670.8,670.8,670.8,670.8,670.8,670.8,670.8,670.8,670.8,670.8,670.8,670.8
1991:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,784.1,785.4,799.8,799.8,799.8,799.8,799.8,797.6,797.6,797.6,796.1,796.1,796.1,796.1,796.1,796.1,795.1,795.1,795.1,795.1,795.1,795.1,795.1,795.1,795.1,795.1,795.1,795.1,795.1,795.1,795.1,#N/A,694.6,694.6,694.6,694.6,694.6,694.6,694.6,694.6,694.6,694.6,694.6,694.6,694.6,694.6,694.6,694.6,696.9,696.9,696.9,696.9,696.9,696.9,696.9,696.9,696.9,696.9,696.9,696.9,696.9,696.9,696.9,696.9,696.9,696.9,696.9,696.9,696.9,696.9,#N/A,696.5,696.5,696.5,696.5,696.5,696.5,696.5,696.5,696.5,696.5,696.5,696.5,696.5,696.5,696.5,696.5,696.5,696.5,696.5,696.5,696.5,696.5,696.5,698.8,698.8,698.8,698.8,698.8,698.8,698.8,698.8,698.8,698.8,698.8,698.8,698.8,698.8,698.8,698.8,698.8,698.8,698.8,698.8,698.8,698.8,698.8,698.8,698.8,698.8,698.8
1992:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,827.3,842.7,842.7,842.7,842.7,842.7,837.7,837.7,837.7,839.6,839.6,839.6,839.6,839.6,839.6,838.3,838.3,838.3,838.3,838.3,838.3,838.3,838.3,838.3,838.3,838.3,838.3,838.3,838.3,838.3,#N/A,731.4,731.4,731.4,731.4,731.4,731.4,731.4,731.4,731.4,731.4,731.4,731.4,731.4,731.4,731.4,731.4,724.8,724.8,724.8,724.8,724.8,724.8,724.8,724.8,724.8,724.8,724.8,724.8,724.8,724.8,724.8,724.8,724.8,724.8,724.8,724.8,724.8,724.8,#N/A,724.7,724.7,724.7,724.7,724.7,724.7,724.7,724.7,724.7,724.7,724.7,724.7,724.7,724.7,724.7,724.7,724.7,724.7,724.7,724.7,724.7,724.7,724.7,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727,727
1992:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,859.5,859.7,859.7,859.7,859.7,852.4,852.4,852.4,855.3,855.3,855.3,855.3,855.3,855.3,853.5,853.5,853.5,853.5,853.5,853.5,853.5,853.5,853.5,853.5,853.5,853.5,853.5,853.5,853.5,#N/A,747.9,747.9,747.9,747.9,747.9,747.9,747.9,747.9,747.9,747.9,747.9,747.9,747.9,747.9,747.9,747.9,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,743.2,#N/A,743.3,743.3,743.3,743.3,743.3,743.3,743.3,743.3,743.3,743.3,743.3,743.3,743.3,743.3,743.3,743.3,743.3,743.3,743.3,743.3,743.3,743.3,743.3,745.6,745.6,745.6,745.6,745.6,745.6,745.6,745.6,745.6,745.6,745.6,745.6,745.6,745.6,745.6,745.6,745.6,745.6,745.6,745.6,745.6,745.6,745.6,745.6,745.6,745.6,745.6
1992:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,873.5,874.1,874.1,874.1,866.1,866.1,866.1,867.5,867.5,867.5,867.5,867.5,867.5,865.3,865.3,865.3,865.3,865.3,865.3,865.3,865.3,865.3,865.3,865.3,865.3,865.3,865.3,865.3,#N/A,759.6,759.6,759.6,759.6,759.6,759.6,759.6,759.6,759.6,759.6,759.6,759.6,759.6,759.6,759.6,759.6,769.9,769.9,769.9,769.9,769.9,769.9,769.9,769.9,769.9,769.9,769.9,769.9,769.9,769.9,769.9,769.9,769.9,769.9,769.9,769.9,769.9,769.9,#N/A,755.3,755.3,755.3,755.3,755.3,755.3,755.3,755.3,755.3,755.3,755.3,755.3,755.3,755.3,755.3,755.3,755.3,755.3,755.3,755.3,755.3,755.3,755.3,757.6,757.6,757.6,757.6,757.6,757.6,757.6,757.6,757.6,757.6,757.6,757.6,757.6,757.6,757.6,757.6,757.6,757.6,757.6,757.6,757.6,757.6,757.6,757.6,757.6,757.6,757.6
1992:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,888.6,888,888,877.4,877.4,877.4,878.4,878.4,878.4,878.4,878.4,878.4,875.8,875.8,875.8,875.8,875.8,875.8,875.8,875.8,875.8,875.8,875.8,875.8,875.8,875.8,875.8,#N/A,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,768,759.4,759.4,759.4,759.4,759.4,759.4,759.4,759.4,759.4,759.4,759.4,759.4,759.4,759.4,759.4,759.4,759.4,759.4,759.4,759.4,759.4,759.4,#N/A,759.7,759.7,759.7,759.7,759.7,759.7,759.7,759.7,759.7,759.7,759.7,759.7,759.7,759.7,759.7,759.7,759.7,759.7,759.7,759.7,759.7,759.7,759.7,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762,762
1993:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,909.1,909.9,894.4,894.4,894.4,898.6,898.6,898.6,898.6,898.6,898.6,895.9,895.9,895.9,895.9,895.9,895.9,897.2,897.2,897.2,897.2,897.2,897.2,897.2,897.2,897.2,#N/A,785.6,785.6,785.6,785.6,785.6,785.6,785.6,785.6,785.6,785.6,785.6,785.6,785.6,785.6,785.6,785.6,777.8,777.8,777.8,777.8,777.8,777.8,777.8,777.8,777.8,777.8,777.8,777.8,777.8,777.8,777.8,777.8,777.8,777.8,777.8,777.8,777.8,777.8,#N/A,779.4,779.4,779.4,779.4,779.4,779.4,779.4,779.4,779.4,779.4,779.4,779.4,779.4,779.4,779.4,779.4,779.4,779.4,779.4,779.4,779.4,779.4,779.4,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6,781.6
1993:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,922,905.5,905.5,905.5,910.4,910.4,910.4,910.4,910.4,910.4,906.9,906.9,906.9,906.9,906.9,906.9,908,908,908,908,908,908,908,908,908,#N/A,795.2,795.2,795.2,795.2,795.2,795.2,795.2,795.2,795.2,795.2,795.2,795.2,795.2,795.2,795.2,795.2,782.3,782.3,782.3,782.3,782.3,782.3,782.3,782.3,782.3,782.3,782.3,782.3,782.3,782.3,782.3,782.3,782.3,782.3,782.3,782.3,782.3,782.3,#N/A,783.8,783.8,783.8,783.8,783.8,783.8,783.8,783.8,783.8,783.8,783.8,783.8,783.8,783.8,783.8,783.8,783.8,783.8,783.8,783.8,783.8,783.8,783.8,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786,786
1993:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,917.2,918.5,918.5,921.6,921.6,921.6,921.6,921.6,921.6,916.4,916.4,916.4,916.4,916.4,916.4,917.3,917.3,917.3,917.3,917.3,917.3,917.3,917.3,917.3,#N/A,803.6,803.6,803.6,803.6,803.6,803.6,803.6,803.6,803.6,803.6,803.6,803.6,803.6,803.6,803.6,803.6,797.8,797.8,797.8,797.8,797.8,797.8,797.8,797.8,797.8,797.8,797.8,797.8,797.8,797.8,797.8,797.8,797.8,797.8,797.8,797.8,797.8,797.8,#N/A,797.7,797.7,797.7,797.7,797.7,797.7,797.7,797.7,797.7,797.7,797.7,797.7,797.7,797.7,797.7,797.7,797.7,797.7,797.7,797.7,797.7,797.7,797.7,799.9,799.9,799.9,799.9,799.9,799.9,799.9,799.9,799.9,799.9,799.9,799.9,799.9,799.9,799.9,799.9,799.9,799.9,799.9,799.9,799.9,799.9,799.9,799.9,799.9,799.9,799.9
